job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,salary_raw,salary_disclosed,skills_required,job_description,posted_date_raw,work_mode,company_size_bucket,job_url,data_source,scraped_at,salary_min_lpa,salary_max_lpa,salary_midpoint_lpa,skills_list,primary_city,is_multi_city,posted_date
25,Data Scientist,Leading IT Service and Consulting Organization,3.6,"Hybrid - Gurugram, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,Not Disclosed,False,"Artificial Intelligence, Natural Language Processing, Machine Learning, Deep Learning, Python, Tensorflow, Pytorch, GCP",Educational Qualification : 15 years full time educationCould also include but not limi...,2 days ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-data-scientist-anlage-infotech-gurugram-bengaluru-5-to-10-years-080626001700,naukri.com,2025-06-10,,,,"['Artificial Intelligence', 'Natural Language Processing', 'Machine Learning', 'Deep Learning', 'Python', 'Tensorflow', 'Pytorch', 'GCP']",Gurugram,True,2025-06-08
26,Data Scientist I,Sparta Systems,4.1,Bengaluru,Bangalore,Data Scientist,0-5 Yrs,Not Disclosed,False,"Computer science, Data analysis, Statistical modeling, data science, Analytical, Machine learning, Programming, Mathematics","Bachelor s degree or Advanced degree in Computer Science, Statistics, Mathematics, or r...",5 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-i-spartasystems-bengaluru-0-to-5-years-040626501401,naukri.com,2025-06-10,,,,"['Computer Science', 'Data Analysis', 'Statistical Modeling', 'Data Science', 'Analytical', 'Machine Learning', 'Programming', 'Mathematics']",Bengaluru,False,2025-06-05
27,Hiring For data Scientist,Tech Mahindra,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,20-27.5 Lacs PA,True,"Data Science, Artificial Intelligence, Natural Language Processing, Computer Vision, Machine Learning, Deep Learning, Python, Languages",Knowledge of Model Quantization and Pruning . Past experience playing a Data Scientist ...,1 day ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-hiring-for-data-scientist-glauben-technologies-hyderabad-pune-bengaluru-5-to-10-years-080626009474,naukri.com,2025-06-10,20.0,27.5,23.75,"['Data Science', 'Artificial Intelligence', 'Natural Language Processing', 'Computer Vision', 'Machine Learning', 'Deep Learning', 'Python', 'Languages']",Hyderabad,True,2025-06-09
28,Data Scientist-Artificial Intelligence,IBM,3.9,Bengaluru,Bangalore,Data Scientist,3-7 Yrs,Not Disclosed,False,"data scientist, python, ai solutions, ai frameworks, ai, cloud platforms, machine learning, artificial intelligence","As an Associate Data Scientist at IBM, you will work to solve business problems using ...",6 days ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-030626928132,naukri.com,2025-06-10,,,,"['Data Scientist', 'Python', 'Ai Solutions', 'Ai Frameworks', 'AI', 'Cloud Platforms', 'Machine Learning', 'Artificial Intelligence']",Bengaluru,False,2025-06-04
29,Data Scientist,Hackajob,3.6,"Hybrid - Pune, Bengaluru",Bangalore,Data Scientist,2-7 Yrs,17-22.5 Lacs PA,True,"Geospatial Data, Time Series, Statistical Modeling, Python, Machine Learning, Statistics, Time, Data","Job SummaryWe are seeking a Data Scientist with strong expertise in Python, Statistical...",1 day ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-hackajob-pune-bengaluru-2-to-7-years-080626013651,naukri.com,2025-06-10,17.0,22.5,19.75,"['Geospatial Data', 'Time Series', 'Statistical Modeling', 'Python', 'Machine Learning', 'Statistics', 'Time', 'Data']",Pune,True,2025-06-09
30,Data Scientist,Ltimindtree,3.6,Hybrid - Bengaluru,Bangalore,Data Scientist,6-11 Yrs,16-31 Lacs PA,True,"Agentic Ai, MS Copilot, Generative Ai, Machine Learning, Python, Artificial Intelligence, copilot studios, Power Platform","Preferred Experience. MS Copilot, power platform and copilot studio. 5- 12 yrsExposure ...",1 day ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-data-scientist-ltimindtree-bengaluru-6-to-11-years-090626033639,naukri.com,2025-06-10,16.0,31.0,23.5,"['Agentic Ai', 'Ms Copilot', 'Generative Ai', 'Machine Learning', 'Python', 'Artificial Intelligence', 'Copilot Studios', 'Power Platform']",Bengaluru,False,2025-06-09
31,Data Scientist,VOLKSWAGEN GROUP DIGITAL SOLUTIONS PRIVATE LIMITED,3.9,"Pune, Gurugram, Bengaluru",Bangalore,Data Scientist,3-6 Yrs,Not Disclosed,False,"Data Scientist, Ml Engineer, Azure, Ai, Rest Api, Devops, Vector Search, Design",Required Skills: AI / ML experience Azure OpenAI expertise Experience with conversation...,5 days ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-volkswagen-group-technology-solutions-india-private-limited-pune-gurugram-bengaluru-3-to-6-years-040626927643,naukri.com,2025-06-10,,,,"['Data Scientist', 'Ml Engineer', 'Azure', 'AI', 'Rest Api', 'DevOps', 'Vector Search', 'Design']",Pune,True,2025-06-05
32,Data Scientist,Comviva Technology,2.8,Hybrid - Bengaluru,Bangalore,Data Scientist,3-5 Yrs,Not Disclosed,False,"Agentic Ai, MLops, AI/ML, RAG, Python, Ml, Artificial Intelligence, Aiml",A drive to learn and master new technologies and techniquesBachelors or master s in com...,1 day ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-comviva-technology-bengaluru-3-to-5-years-080626026027,naukri.com,2025-06-10,,,,"['Agentic Ai', 'Mlops', 'Ai/Ml', 'RAG', 'Python', 'ML', 'Artificial Intelligence', 'Aiml']",Bengaluru,False,2025-06-09
33,Data Scientist GenAI / Machine Learning,Insight Global Technologies,3.5,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,13-23 Lacs PA,True,"Data Scientist, Artificial Intelligence, Machine Learning, Python, Tensorflow, Intelligence, Machine, Data",Proven experience delivering end-to-end ML solutions (POC production deployment) Bachel...,1 day ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-genai-machine-learning-insight-global-technologies-bengaluru-5-to-10-years-080626034918,naukri.com,2025-06-10,13.0,23.0,18.0,"['Data Scientist', 'Artificial Intelligence', 'Machine Learning', 'Python', 'Tensorflow', 'Intelligence', 'Machine', 'Data']",Bengaluru,False,2025-06-09
34,Data Scientist - Gen AI,Fractal Analytics,4.0,"Noida, Mumbai, Hyderabad, Pune, Chennai, Gurugram, Bengaluru",Bangalore,Data Scientist,3-5 Yrs,Not Disclosed,False,"GIT, GCP, Analytical, Software development life cycle, Workflow, Application development, Natural language processing, Open source",Cloud certification is preferred. . Primary Skills: . Natural Language Processing (NLP...,1 day ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-gen-ai-fractal-analytics-ltd-noida-mumbai-hyderabad-pune-chennai-gurugram-bengaluru-3-to-5-years-080626500797,naukri.com,2025-06-10,,,,"['GIT', 'GCP', 'Analytical', 'Software Development Life Cycle', 'Workflow', 'Application Development', 'Natural Language Processing', 'Open Source']",Noida,True,2025-06-09
35,Data Scientist,KPI Partners,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,6-10 Yrs,25-40 Lacs PA,True,"Aws Sagemaker, Demand Forecasting, AWS, Python, sql, Forecasting, Data","Hands-on production experience with AWS SageMaker (model training, hyperparameter tunin...",1 day ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-kpi-partners-hyderabad-pune-bengaluru-6-to-10-years-090626019188,naukri.com,2025-06-10,25.0,40.0,32.5,"['Aws Sagemaker', 'Demand Forecasting', 'AWS', 'Python', 'SQL', 'Forecasting', 'Data']",Hyderabad,True,2025-06-09
36,"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,3.8,Bengaluru,Bangalore,Data Scientist,2-9 Yrs,Not Disclosed,False,"Data analysis, data science, Analytical, Management consulting, Data quality, Forecasting, Operations, Analytics","Job Title: Data Scientist Time Series, Statistical Modelling Azure Data Bricks Jo...",4 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-time-series-statistical-modelling-azure-data-bricks-capco-technologies-pvt-ltd-bengaluru-2-to-9-years-050626502793,naukri.com,2025-06-10,,,,"['Data Analysis', 'Data Science', 'Analytical', 'Management Consulting', 'Data Quality', 'Forecasting', 'Operations', 'Analytics']",Bengaluru,False,2025-06-06
37,Gen AI Data Scientist,Tata Consultancy Services,3.3,"Pune, Chennai, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,Not Disclosed,False,"Data Engineering, llm, Retrieval Augmented Generation, Python, Data, Gen, Artificial Intelligence, Generation",Essential skills/knowledge/experience:Role- Data Scientist ( 5 to 10 Yrs )Hands-on expe...,2 days ago,On-site,Large (1000+),https://www.naukri.com/job-listings-gen-ai-data-scientist-tata-consultancy-services-pune-chennai-bengaluru-5-to-10-years-070626005008,naukri.com,2025-06-10,,,,"['Data Engineering', 'Llm', 'Retrieval Augmented Generation', 'Python', 'Data', 'Gen', 'Artificial Intelligence', 'Generation']",Pune,True,2025-06-08
38,"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,3.8,"Hyderabad, Pune, Chennai, Gurugram, Bengaluru",Bangalore,Data Scientist,2-9 Yrs,Not Disclosed,False,"Data analysis, data science, Analytical, Management consulting, Data quality, Forecasting, Operations, Analytics","Job Title: Data Scientist Time Series, Statistical Modelling Azure Data Bricks Jo...",4 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-time-series-statistical-modelling-azure-data-bricks-capco-technologies-pvt-ltd-hyderabad-pune-chennai-gurugram-bengaluru-2-to-9-years-050626501600,naukri.com,2025-06-10,,,,"['Data Analysis', 'Data Science', 'Analytical', 'Management Consulting', 'Data Quality', 'Forecasting', 'Operations', 'Analytics']",Hyderabad,True,2025-06-06
39,Data Scientist,Aon,3.8,Bengaluru,Bangalore,Data Scientist,5-9 Yrs,Not Disclosed,False,"Translation, data science, Scalability, Agile, Actuarial, Business partnering, Risk analysis, Corporate strategy",SKILLS / COMPETENCIES REQUIRED : . Experience in AI ToolsExperience with PySpark and us...,4 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-aon-bengaluru-5-to-9-years-050626502720,naukri.com,2025-06-10,,,,"['Translation', 'Data Science', 'Scalability', 'Agile', 'Actuarial', 'Business Partnering', 'Risk Analysis', 'Corporate Strategy']",Bengaluru,False,2025-06-06
40,Data Scientist,Voya India,3.6,Bengaluru,Bangalore,Data Scientist,3-6 Yrs,10-23 Lacs PA,True,"Predictive Modeling, Machine Learning, Python, SQL, Natural Language Processing, Modeling, Languages, Predictive",o Selecting and applying data science / machine learning / artificial intelligence algo...,1 day ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-voya-india-bengaluru-3-to-6-years-090626014824,naukri.com,2025-06-10,10.0,23.0,16.5,"['Predictive Modeling', 'Machine Learning', 'Python', 'SQL', 'Natural Language Processing', 'Modeling', 'Languages', 'Predictive']",Bengaluru,False,2025-06-09
41,AI Data Engineer/Scientist,Wipro,3.6,Remote,Bangalore,Data Scientist,4-8 Yrs,Not Disclosed,False,"Natural Language Processing, Aiml, Python, Process, Languages, Processing, Data, Artificial Intelligence","This is Freelance work for a Niche Client, so those who are interested to work as a fre...",5 days ago,Remote,Large (1000+),https://www.naukri.com/job-listings-ai-data-engineer-scientist-wipro-bengaluru-4-to-8-years-040626022459,naukri.com,2025-06-10,,,,"['Natural Language Processing', 'Aiml', 'Python', 'Process', 'Languages', 'Processing', 'Data', 'Artificial Intelligence']",Remote,False,2025-06-05
42,Walkin Drive | Bangalore | June 13 | Data Scientist,Tata Consultancy Services,3.3,Bengaluru,Bangalore,Data Scientist,13 Jun,Not Disclosed,False,"Generative Ai, Data Scientist, Aiml, Python, Drives, Data, Artificial Intelligence","Experience - 4 to 15 years . Advanced degree in mathematics, statistics, computer scien...",13 Jun,On-site,Large (1000+),https://www.naukri.com/job-listings-walkin-drive-bangalore-june-13-data-scientist-tata-consultancy-services-bengaluru-4-to-9-years-040626025289,naukri.com,2025-06-10,,,,"['Generative Ai', 'Data Scientist', 'Aiml', 'Python', 'Drives', 'Data', 'Artificial Intelligence']",Bengaluru,False,
43,Data Scientist,Tata Consultancy Services,3.3,"Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,6-10 Yrs,Not Disclosed,False,"Machine Learning, Python, SQL, Natural Language Processing, Hadoop, Data, Processing, Languages",Programming experience in Python & SQL preferably developed in a commercial setting of ...,5 days ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-hyderabad-pune-bengaluru-6-to-10-years-040626017185,naukri.com,2025-06-10,,,,"['Machine Learning', 'Python', 'SQL', 'Natural Language Processing', 'Hadoop', 'Data', 'Processing', 'Languages']",Hyderabad,True,2025-06-05
44,Data Scientist / AI/ML Engineer,Black and white Business Solution,3.6,"Hybrid - Hyderabad, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,20-35 Lacs PA,True,"Artificial Intelligence, LangChain, RAG, LLM, Python, Generative Ai, Aiml, Data",About ClientHiring for One of the Most Prestigious Multinational Corporations! Job De...,4 days ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-ai-ml-engineer-black-and-white-business-solutions-hyderabad-bengaluru-5-to-10-years-050626009061,naukri.com,2025-06-10,20.0,35.0,27.5,"['Artificial Intelligence', 'Langchain', 'RAG', 'LLM', 'Python', 'Generative Ai', 'Aiml', 'Data']",Hyderabad,True,2025-06-06
45,Staff Data Scientist | (AI ML |Graph Neural Networks and NLP),Neuron7,2.4,Bengaluru,Bangalore,Data Scientist,10-15 Yrs,Not Disclosed,False,"Backend, Artificial Intelligence, Machine learning, Data processing, Silicon, Analytics, Monitoring, SQL","Experience with Transformer-based models (e.g., BERT, GPT). . Strong experience with on...",5 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-staff-data-scientist-ai-ml-graph-neural-networks-and-nlp-neuron7-ai-bengaluru-10-to-15-years-040626502932,naukri.com,2025-06-10,,,,"['Backend', 'Artificial Intelligence', 'Machine Learning', 'Data Processing', 'Silicon', 'Analytics', 'Monitoring', 'SQL']",Bengaluru,False,2025-06-05
